81820287	60042608	84434338	62344391
62616010	75391318	41692762	57440258
99115243	77778155	53372698	84474397
96273643	54866343	89080109	90066364
41804319	35545764	29529581	40716209
82812501	14852211	1302318	10686873
44563297	39288276	99713194	66962645
69265085	47806566	59537273	30077244
66487387	65436077	81763676	61404558
73286612	56580127	45574450	61570144
36286499	30795994	51491461	17403429
47691888	41624959	16872780	92259502
75410941	24029174	99425369	69492083
37885511	66723841	42082155	97218214
86692719	38832975	33869690	22557681
67285293	17424039	84397290	3097020
46412807	23335881	94872233	63100731
77092651	64290845	66294976	77555149
82678071	39155793	92980535	63849044
65975847	87070670	13349998	23550404
81434969	17635124	44792949	97848515
61802057	42881222	24682907	64131733
2469279	61685712	66701629	89428177
22982340	40870453	6419063	14411534
25099298	83623394	60342119	45137771
21097449	73792324	82628239	88437672
87471153	29959384	35160488	18427274
11170332	41230845	70838343	15620958
84344216	809334	94592775	85137832
12916228	96902717	74784550	84772498
97919991	91609489	97042842	66096899
81943558	1387813	56426569	4293279
80650680	63539102	48682151	15662712
93623026	56372908	98920230	83982454
66023397	62413764	85091762	56840298
41113032	24156074	32441395	90019038
77674301	77807593	32631102	29009209
47134585	71238912	7573147	2337082
45403078	46614281	21229816	61935451
85177722	82934312	31538111	46342455
89734359	75482414	90585066	74282535
1329652	95427972	16105374	25971600
51151241	87916027	35301469	64143437
4292217	27517548	25299699	15444184
42309513	21750861	53501163	80063363
40560783	81212740	65622455	66001433
25222533	70128245	40002211	82126708
26709702	95148713	73135285	44104548
95881333	73527241	69680307	50333624
63977671	40641275	1430593	7824619
91895783	92348292	97451449	7619641
75526674	17722087	85312931	88936439
86599778	26195355	1943541	21441879
68128440	45824866	8409355	2642150
17914335	26391852	93812205	80588047
82925206	23543205	9599613	92593026
35393917	27890075	59685044	14113943
34524532	48408268	2302643	76731655
96848356	23975508	59195234	40180556
96239164	82169524	76467462	12352583
78616335	4147301	94705607	272019
747115	19935850	89208715	26660201
77281292	13197869	12642029	25960600
83467558	43179319	91226147	60463950
76784723	69660379	39660606	73547286
72371139	31801895	15570056	65633486
29981226	2665174	27464009	70408260
80297976	55612066	49329730	63215962
35431353	41392766	34118593	69170087
55536216	23062352	42058315	82552214
55653028	31420394	20871027	35141367
91283045	26750876	9980831	20475509
19588773	27616131	68991047	36773084
81565264	95056977	89657129	16335337
62930757	13061232	90294063	33355549
21904310	95072181	6414665	83258542
83319659	77855758	64978896	22891086
9947797	47352580	24552777	50297203
7120451	77736851	62850468	94105251
8594691	74128356	11025280	11385460
66802054	55532397	94602097	98528965
2857232	89742934	3599939	94833262
47949583	69136194	4289528	29926033
29623079	2842360	45581664	41121360
7042040	55046956	16854728	8210054
66323967	62263951	91242361	80004314
8797283	5183183	70711291	74275815
72090475	46631881	84182234	89522585
2484023	15361830	5420366	70904085
51000133	31269576	30402231	51871970
48585451	49352122	75525055	16455762
49720687	83631944	51997073	28226145
86388984	56106255	25451783	84376397
55858542	71006688	9949301	43824809
60543155	45769737	71944380	20946876
95403023	26765505	96350195	81643111
41721159	77193129	39269910	38911459
20204505	60858259	74218597	89298765
72651095	30461603	76693746	70188423
15334019	77464360	17210140	9420792
81705576	93893482	86392645	72230244
57221698	77575090	24161995	21741695
30855823	14306598	89066153	633547
95599725	99287114	49847271	48762660
15271418	60666288	21623338	14102818
67976573	41060655	76046542	84537273
51118893	81638852	3296952	71624211
88673207	38860952	39082853	85053093
98608312	74567679	74944956	64156583
24375676	93680146	53795577	51169256
82014058	71001033	44978547	53137808
24356126	95522332	43928396	29065980
41649308	15099192	60047921	78292205
37743726	48024882	80837920	39811853
83466564	60677278	26960758	18558028
695355	69452621	69349457	22095556
66537966	23410736	48249094	86298281
98029625	39261608	58836302	94875467
92379482	988031	52595145	25263386
40411335	62216453	58138493	27617405
11963707	6261425	92845634	67349196
49247994	21763226	15550727	27645308
51875159	86439764	36259504	90343714
87812360	75689279	55431775	91090870
40301431	74120509	54951578	32182859
99911598	7173463	77515243	9795991
35779187	85911357	59505031	23018629
49839870	75862131	49023703	72651727
31884530	61927963	56167591	91853142
59742	58996915	84725066	92249634
45576116	90597278	36972700	38406931
43450057	44238549	18724136	73720768
87465722	1602746	35126264	7822896
10769141	27255285	4081289	65733865
33120781	50809475	76537173	13297959
92957560	29732755	27625837	11232879
38878013	5762386	92504942	3837763
96145694	9690092	48635244	6171436
80701664	67077856	13676557	69214680
24809708	26861667	68803770	98158184
56479388	39561640	41065044	6321007
72660872	60343433	27381176	26962723
30489987	26379614	95451187	97580542
83716052	26854283	63438739	35796990
5294603	45542273	3346286	1392995
44661920	52531821	67231514	18036092
67510795	16581058	53152951	78329751
4316414	40266019	1827896	65593156
82723839	90939205	77431565	69314604
78404945	98457884	10614077	87751441
54814110	8228865	70637181	74719751
69342239	30064115	78485712	45087808
16061027	8780688	84124186	80593775
92452309	61566276	82031724	47080363
19077475	50306629	16695341	57891033
66878672	21298165	94956525	41013717
63300299	99672830	75657632	38265131
64532994	62715887	80923548	43141506
28140819	22595781	91354848	15022410
29111009	40024420	48726743	89662220
22191980	2152295	6961723	59875748
22391918	39049223	3719395	30942585
56027237	31434199	24657060	26129224
96836444	83317706	43523882	9913571
10883262	26532183	73776875	26136205
2085674	80478465	55814143	82852348
256480	35052996	18916873	31322149
34484646	93324580	36953823	95376165
46983511	69241865	54770352	61091383
17206936	33280621	86267719	36449154
41271204	18112842	53913449	69463573
49529006	85535521	97126980	17499468
95398243	79349616	71121994	57044375
97550800	96845507	96986466	29030518
7013532	20772921	98890074	4604740
62800663	22575331	96928560	33092009
33893393	23902008	32137708	85599985
27425798	93763500	35633217	29718288
46568289	30373234	47478512	27193035
2543571	97782193	34205849	41346106
87290444	72673015	34720421	64382260
5345677	37079928	95638329	4804602
4513141	1068754	67483536	86407024
96601153	26493718	84185212	96002977
79403766	83605263	65052309	53548919
22540279	7389028	34675013	80289815
3618684	33115706	40284483	81033458
6468240	8232506	16749951	61514690
56538222	53833711	66992715	42567835
69852678	59704505	66887837	41133075
85574655	85784882	68115493	59634454
49406644	47253662	47366400	87450417
67651578	48897961	46629086	72511620
19093934	77735309	9909287	9928709
12940907	40437080	89737199	29636928
49449827	60134597	71800087	70901004
17067456	75971725	46686785	47217122
76169758	25705521	46907315	57700812
21873371	93942126	55667358	46892308
44106371	34267590	42899702	24539095
14064843	96361995	32210022	36711315
39689187	94710389	6454496	69970258
76487486	73345378	91802854	24257943
70293585	91575118	23970800	38932411
19354392	14646939	74541571	70738799
11608815	4950813	64737929	87773578
99249742	23218386	44154413	84598539
46499047	37528318	36843466	64916215
51968222	46665169	35849987	74770150
92999003	93885740	46060463	48142508
46826781	50324156	19902041	85169665
40982178	84500606	53260569	54628222
21209204	50292533	69908815	40092063
84743764	88593260	58621432	80942434
54121093	59573480	84210567	25851594
74448534	59046519	92299576	93481079
28489492	74185133	34746133	64684538
53782918	56497910	26739506	90851102
9903451	84956249	30504423	2239900
33305760	51212035	55899484	72402282
68971609	63038364	7443780	23454888
26416119	76849008	74268894	57595415
74084765	14641645	97249055	72541343
48567149	62355986	11101582	99185038
69686802	82100075	78143281	20504546
12029614	6680623	64239250	12769723
65826057	98603408	75721724	74647268
39769579	49828767	71061426	97540745
45715486	85341832	78966779	83618975
99448771	62504450	62866934	22756715
59355177	39264638	47694795	23237529
53535823	47808152	51745160	84897705
10854772	43385761	26566049	47061166
39917109	92987164	96119682	18273302
59937907	9223935	32416326	34442180
62041716	82206507	82554818	45048840
44456184	27691168	24235149	86360984
9180781	25433995	34330852	7131214
35433840	20875083	32413378	317910
68884092	29767101	14545886	38037412
91479487	630638	902654	69782757
74120021	51114727	61506119	61850755
76564603	64672466	64860404	2814
3054580	37668073	40366465	69299326
80889217	17684489	70830835	9127577
92464873	57996554	19209167	62195605
19318959	90997104	38293690	30859744
46408950	51073910	7120356	91046775
23285071	77331148	25890005	16196903
74155428	90573864	6416829	91255150
90567975	4365430	20480031	1754645
23282733	20999992	26570765	59914524
92528926	11005764	21088202	64089962
96426160	52916979	89819328	46791114
45673772	40234607	48467406	57574543
38525085	85577050	81424934	11614974
25102672	52847290	89348459	81904751
40398463	13879562	47385407	89596752
61955776	56154213	63761770	1546344
63634242	68700968	52865755	92619114
19663289	47365960	59968349	48454082
87901805	43538695	48535720	87862565
26700874	58006322	45820236	70836891
44764371	81164755	82049923	83142652
76614812	57547337	9225065	79694115
18102945	54211457	63212590	28855292
49120827	72287431	66972144	32397726
31693955	16206943	98635746	92266664
76217671	71838056	62954360	1842254
47306356	4901843	63275147	85880452
40054842	86721328	32218277	78874441
66059213	35635201	85891521	80333490
6337392	55364390	36198661	67464092
5151757	60294339	60343716	95123089
90482449	54982046	69255841	33587978
36212559	47541883	84967190	50011213
82898785	44224443	24632789	18682888
26121557	45507198	78637631	1519651
59112301	4835333	71406686	25848358
72973052	83211542	63907859	53822995
36954280	78775009	31060529	83864152
85425958	3441668	78136987	67146347
11739806	33593266	81789656	69404607
98342400	70036974	60618721	22846759
56478371	52801423	14047399	24691480
62292548	68263150	96297274	36102243
14402647	52621393	65284289	56177680
49173215	77418872	27760396	89774885
28387849	49661030	96916843	46509889
17669774	36510671	92878241	81492129
92158613	10263926	6102342	79004796
5620287	9377524	97433900	35560011
82985719	24636532	44949598	34479620
99404967	95070861	86895235	85194214
26332057	91913806	92832656	77676457
58380923	20772388	88740590	45828259
18032056	56097788	51821819	14021022
93987026	8610388	4960090	29436612
15523787	15930462	38816294	4078415
25930907	79312015	1977451	64293710
53684902	6962597	11405597	45102855
94175466	9897984	98339835	24276886
45560262	87900945	16392763	55777505
95302462	34233192	71703743	70082228
61310575	13228797	23792433	32575280
65801162	99883878	76160080	17516437
87588566	14927122	19569831	55944641
25533830	16501388	50699225	29851078
28029919	70168947	4220691	45055456
21420933	18976984	88054815	23280
42842011	69570749	47390817	20988061
84717526	41557310	39291521	87706306
6921556	23203489	954804	84535979
38847624	8526240	60206297	71682334
76492598	11662455	75589324	51027755
91441603	9742640	75007251	87261884
96047954	79842438	14568138	96012287
67671859	5882289	64088964	11767178
22593645	65998290	35486418	51483075
87577889	69622457	74627005	61439798
21528724	30925049	88310457	43142789
35311296	87877083	87169284	62255480
40364004	92817487	8404560	33169532
77795533	73132874	60525732	67303106
63502175	82259296	57672883	74588614
77800691	21533545	85410566	84626145
76129182	2570818	75368466	38554119
39479683	4718035	21310082	17253489
82963436	22148645	57990842	4810283
2427017	59855013	68680259	1374071
43935011	83489419	11842504	72960042
8465226	78191531	87577830	93537049
34491383	70640453	68902061	85715306
69045245	20785804	75411077	58076527
99318675	36759497	8062349	43085601
63674851	77452586	71037545	68877727
8085724	96372183	30105819	60719225
96677018	89259019	6770195	26660971
73604503	26533767	46232277	14163946
27859625	93287435	21991095	71890117
30022738	18808817	67413806	71749175
52982615	85704922	12053585	14076266
74953630	30636968	11199890	64884366
87721624	38075745	58860040	59962736
90164557	84549652	96391441	53941828
18231016	73194516	76286658	36067713
96436583	47115512	94562795	3220248
32440693	28729189	23193908	73514886
85967578	50980258	5753896	83888364
91681018	46572851	83768142	87594599
28781766	63522946	86996530	78860550
40839324	96682622	59234992	40578668
45267558	68780893	9001978	43366724
16433138	89837867	8304210	73806686
12406205	68444151	55097103	97259089
12823527	39065933	47908667	52076065
69824695	99543926	70502929	5708135
8552189	48426536	41588855	71383544
78128425	18988393	48822299	7550716
23156794	35360119	82727031	79033874
94968346	91462299	63856972	33691637
62645043	75849180	43315205	81011413
50525557	5802408	4432858	15806592
2943953	99620488	98780282	82305914
27093671	6255914	90240506	70831640
99722099	29670420	12609315	56604516
71072213	28715508	3034573	7933011
35658805	82617633	21655521	16649447
11839357	33892524	37314842	33931569
162431	23739531	38712808	98050530
21813228	55378072	3846136	48659117
44103473	53628866	61631666	70021585
80031936	16531350	53808007	26521794
65568642	26288069	37404106	41829094
65979839	60813198	50500480	38108640
88096970	71651989	86543805	23576623
74014944	59669663	55204765	93615341
71753738	7765870	32035319	24787229
47106308	23534697	68668238	28992251
83752052	99834205	45491918	43475062
91927353	83128388	45616665	79661425
1457241	44616770	5961112	56972666
42189115	45995244	67958009	90924113
61367985	22214703	49833797	45385713
43491215	67466156	31028046	48411826
42787409	94829880	13412543	10561812
33587867	44758141	12167566	14550225
7767379	36949736	24181068	87481340
75310658	88523287	59770958	98714268
38290884	56866142	4566046	21105924
15636086	20179844	81091698	25911585
67506665	99002153	446886	16268828
59332953	13723708	29711378	68838221
14253733	78457678	26829456	94822156
85402590	15926296	10496245	38689736
91692487	33405924	26538694	4680982
51662129	55284924	62044586	97571230
15945354	73225016	26667453	67130155
82235223	75379372	19048966	18939267
11500420	57232944	12512165	56590355
20808645	68427997	18458823	64574462
9798280	46574801	91892439	24879254
88583308	63992640	33108580	51396292
46542336	62639571	68622216	93134287
50680022	8236834	86006207	4692720
43653611	41348061	57070083	17886526
83437208	47005501	76160133	96397333
69730396	69640473	77711308	20473521
40289985	1642742	77926934	71216261
81863461	51894097	19925475	770515
28611921	15308022	78210054	14411776
40292513	71874784	76431390	27142829
42179678	88680374	55149085	74372357
45985292	57441289	64251027	98717487
27298132	2030356	31676167	3954344
93440607	21490739	1283013	71782870
28805848	50346833	3631042	16157224
52316779	69790784	48851509	80873075
27258947	50113047	57535713	52453768
84843081	74608486	4767272	77945595
82610807	65631591	3146678	28264092
46640269	99046000	10847831	47497715
50571280	83971693	20027834	12680654
31504020	20260688	61234976	31568618
79704858	63695477	85486267	52604713
59406112	96157173	68988009	2230790
84635390	11886043	36786456	9414997
90635190	74149715	25538092	3269177
19704413	67729780	76979170	13168057
49684884	82781558	46430574	74990839
60535907	5987172	55206630	42239683
16044508	83011144	31743166	7734226
97288026	54392259	18606422	22739848
90055662	30214948	23308425	92091959
23965837	27673551	72794867	14484370
65701638	55886203	54330778	85532698
47350379	23066654	57665589	15581641
1565974	24003511	66102430	13015205
43611425	4808983	62510487	49459738
84569273	2160833	54485539	87853129
36620838	37971215	47971146	58301199
59066621	86376520	54358520	58070342
99652949	11130454	71896135	68998372
67384136	92188406	48582464	59518958
96190584	73730046	37132419	96928194
51891313	68058147	19496510	92013881
92298499	58749856	14172453	46977296
52453778	23005605	16605939	27750998
72415065	27726130	38956471	12539705
95052643	4708167	9209224	97968025
47865418	75573941	7509274	91326977
98714076	4602070	26746718	66801588
7726193	5245684	82598084	93018455
76252959	89372556	14287304	67091726
95245689	48298136	44729494	28030464
93122899	49749071	30946185	77900937
71054293	72104148	17131971	66522033
19558968	60249968	68234410	52964587
5650672	5913215	7933544	3968903
96235244	23536172	51478986	90186063
73092657	1917788	61732901	18804273
54768177	29549012	16582217	97402935
66314795	72201070	70922955	10989989
9323160	92697652	99697755	57295419
70389471	47140613	54563611	78635555
69732383	76223764	79408674	69876399
62380449	24958972	2304912	63545852
81371711	2631898	7498164	18115019
24054831	16109124	9837353	32357135
60531915	10321219	67515208	96284204
66823496	39790708	23856338	60696395
45848291	99073822	4134583	1072595
45019928	55282931	39588670	16074562
89454042	68349580	7524844	84313098
93183101	43175541	59735231	36379111
4013155	28439888	87148668	43656849
93309345	88122068	97170132	57027784
57325066	82938815	53464771	30003161
83255581	93970936	29389545	77286904
80298454	95706253	94697867	89868484
51950385	43068957	4045280	34978947
63655299	43543255	98316807	3493995
69345015	62984296	93739617	19114757
11290248	22641336	19718861	71886954
39240618	13436630	29971193	35745669
69459248	61321067	51552275	81059003
95510223	31382972	13369141	63190821
71549706	56374984	65945930	42081693
66183978	98799330	12814576	56457108
49561131	81813196	1682443	74486403
18191282	58927849	43198280	71979645
47770976	40412456	62488864	62857714
28291635	56259453	59343013	19767802
80207262	42931590	82389590	42403965
66251916	10307514	92662153	78116719
89806785	25667516	77078887	59235376
50024830	39096940	17191200	63434248
39155482	11819850	91955275	94644204
77057961	99219576	17353384	54561033
17106105	49620563	75537622	21491963
28335530	89594216	51236088	5747838
74569098	37734997	68717270	31849599
40119344	3776580	34207319	85602503
14179626	66611434	349668	46788064
85351981	33053925	94110949	90432585
41199037	99903374	11649257	663049
36118320	54890049	13358688	9137121
89518766	39547795	59344734	98147500
94839000	75809380	93143656	90885003
80408800	35408539	68853355	3626168
68366270	54809019	54375939	67714275
57575011	28121498	16794499	43146492
9080915	62464372	62478662	2460361
96119696	90510586	32133829	96566532
90468926	67274105	50041210	94312844
53764843	21404249	32363349	74697044
33410453	15743900	81846636	39970694
87747207	24055739	12601322	64423053
8968363	68496652	27425808	43923819
36986637	72152143	24428388	25426214
47472869	34254963	81625700	46732524
82415030	37569151	94669128	71663234
61161318	94084410	75407434	89182909
87965353	15523617	80775310	91827483
1751659	99560772	68101747	42417529
73109473	20381862	80760902	37789083
20109839	55161913	48077982	82567994
36141406	12353310	3555785	79804822
73376825	57428650	83378772	18137067
84817469	43567801	42959124	77518050
93768223	36210300	85058258	19309258
18211625	12576237	97257347	66205425
32172133	37564927	44485947	62028587
23983182	63763596	9199844	87817749
68591194	43876386	84389363	67607538
87598879	71623140	29618009	82556920
35969798	77876938	76901316	67249937
87146826	25402049	47177730	50494709
3580490	7313842	38858962	79139271
3215368	65120134	15115735	22705009
82366776	25514653	37696431	89748399
74136397	42236987	2229199	14394694
29689103	45795270	5448661	26043218
59432699	62292738	42168785	70138130
20132707	88493433	93368178	50939723
43425209	3269925	98650928	84154590
97801375	44831213	76589064	11349622
76047838	16927054	65766493	46974879
32685267	21504177	81532439	76280216
86651549	94400639	88867972	46682786
6197565	4279837	89659592	56386163
11886396	70629197	4402294	4003823
27716627	93717748	65638664	44730867
19781062	69530850	4153815	70779030
62574068	29040171	40642883	94846813
18936050	97883533	82030501	93850475
29390308	91311799	87426636	10168416
55705607	5541729	49757094	56455509
91591629	68171763	52362534	96255128
29093330	75697698	41483340	43142957
28283875	21342390	77403483	85977116
48776784	31851185	68578710	92408086
86814890	75444090	48129579	58680037
24105449	76354975	10462021	89056071
73749244	55107447	75943625	4769181
86732076	53480349	44764182	12098403
66102418	54910384	79423423	4862025
68386603	17313380	15795936	59308944
60683346	77512298	66234855	98026364
92639261	72756869	38753868	34636539
29319805	7670077	98500409	1337934
48021577	20389948	38688825	98704176
15498314	42159732	55633614	65912224
45821661	8104257	65231548	34664829
55790880	51243491	80260270	63280911
30587046	33231160	25669401	55328758
4612832	71426402	35646517	9851110
4908361	52629363	89283104	42062632
3034455	31698066	61167888	25402458
60774520	48029368	31985834	36626889
39123344	55279469	84563252	73634397
73903337	94167810	82192342	69655551
90001979	95622163	89778916	66208587
74382520	13004381	92050281	67075892
35080753	66110466	7638502	51933908
69401685	90392130	3089813	1641797
1543671	55457018	24598315	6577539
14669091	97655526	46115788	97716082
41957640	53717762	74729170	13143082
42524545	94024474	73913641	17525154
9020488	57203153	24593472	14145074
66079419	84077789	32763792	36585402
51822816	25307581	82232140	25118492
79287075	79918494	19101632	99619299
32084846	69453727	65919647	17356968
20399782	75287407	37219409	1221271
24735613	22938371	1971386	95338206
39342308	83413033	13486962	19700793
19173272	74065327	6457540	4963200
70722853	50718562	81840681	60107174
83975780	88054467	34670217	89263970
74184248	65254610	45750423	98915834
26195901	59843249	35507426	82624239
97385515	99068621	28733665	46623835
14459146	91562014	86210704	71755329
75052867	6127501	36590038	46327388
49454893	24068295	79653461	55622518
17715882	20277132	99598556	91805487
73680797	41478794	3291485	38021521
58857880	37846174	6665166	42148481
7969612	2893996	77822746	71551281
88855433	41416237	95119535	81241649
29268069	12157069	86975435	3684828
44175225	59651460	56874834	50985988
38408020	39098407	43586452	22561885
30253383	294325	51394832	63466515
42870537	16988902	21088873	75815278
74462595	32839598	8524598	19070877
39352171	17033192	1665859	54571536
67643924	7791181	29643588	87624476
10737656	59735067	74714233	90481822
59049087	63489868	3962786	93934674
68632056	93625608	52517278	3047153
61552313	13197585	9833962	13999230
17454798	83505531	26702325	44049837
93388643	1098119	94856839	78793085
97936244	5805796	10663003	60431205
85024019	53637006	56657908	8352956
60172220	52478959	36164164	38368236
50156152	1645872	12295716	77480427
28987543	83277793	75508146	66675206
97067453	70614462	17805918	95128174
57542530	16842112	54660650	41861929
71807786	91185892	61272056	48267718
7828460	79447012	46385350	1819524
93416651	51196947	63033945	4575910
60460077	39322984	59272052	81443386
95531196	15034888	39839994	48558177
18293707	21575406	27805808	84992123
52479486	9512410	90611422	28035794
44361066	17337470	24551764	87945948
88396304	36962360	66798473	60025294
82480574	90790827	67314105	79243691
74686674	25225521	92377447	68936523
74090381	94621671	44916836	41546300
52244786	72481837	95834362	41424343
25917256	99868489	34219328	78940241
73722137	96148449	70774004	12877914
5908315	70717868	50941726	17377974
75329270	46635711	52715520	34218713
29621603	28129801	70446372	7161630
25054327	20000369	18702768	71038997
64713937	53211884	27871403	26256694
33510533	60308407	95023732	33130356
77976821	7758702	58610476	72939572
93507719	43061925	84887692	71202541
34195797	41245844	44115568	24841496
34215814	93649518	54621347	20141575
13292243	96566958	19160962	2761119
58181043	30971052	65268512	57121801
80515832	5173495	29714681	89431450
41349465	87955481	74566866	66883988
38564016	29815068	57989068	86734238
88859631	7998378	10202447	53827023
28088881	98607262	19114870	29629102
21023651	40433043	68828483	61330704
9150287	76653479	74454148	18585827
42870640	45607898	73107677	80924272
44170262	53207124	99301196	23566149
53819947	19948313	1422883	73763135
3619243	79161412	93844274	55046001
